_source.title,_source.content,_source.published_date
The Star Online.,"KUALA LUMPUR: An interim taskforce should be set up to draft a White Paper and set the parameters for a review of the controversial amendments to the Evidence Act 1950.

In a statement, Bar Council chairman Lim Chee Wee said the Science, Technology and Innovation Ministry and the Malaysian Communications and Multimedia Commission (MCMC) should set up the taskforce to address concerns over amendments to the Evidence Act.

The amendments were passed in April and gazetted on June 31 but since then controversy has raged over Section 114(a).

Its detractors claim that the section provides the authorities more power to charge those posting comments on the Internet even if made by others.

Moreover, those charged would have to disprove their alleged wrongdoing although the comments might have been posted by hackers.

It was reported that several Barisan Nasional MPs, who were unhappy with the changes, are planning to submit a request to the Government for a review of the Act.

Over the weekend, Deputy Higher Education Minister Datuk Saifuddin Abdullah and Umno Youth chief Khairy Jamaluddin said they would lobby the Government to change the controversial clause.

The Centre for Independent Journalism Malaysia has called on Netizens to participate in an “Internet Blackout Day” today to create awareness on the issue.

Lim said Section 114(a) of the Act should be repealed as it contained the presumption that any registered user of a network service was the publisher of a publication sent from a computer linked to that network service.

“Such a section would create a presumption that is so wide that even the owner of a coffee shop that offered free WiFi could be presumed to have published an online publication from a computer using the WiFi facilities,” he added.",2012-08-13T16:00:00+00:00
The Star Online.,"SUNGAI BULOH: Twelve Internal Security Act (ISA) detainees were granted early release by the Government effective yesterday, Home Minister Datuk Seri Hisham­muddin Hussein said.

They comprised eight people involved in human smuggling syndicates while the others were involved in terrorism. Seven are Malaysians, three Indonesians and two Pakis­tanis.

“The release was done after the Government was satisfied that they had undergone the needed rehabilitation, realised the offences they had committed and are no longer a threat to national security based on reports by the police,” Hishammuddin told reporters during a visit to Sungai Buloh Prison yesterday.

With the release, the Government has freed a total of 25 people arrested under the ISA since the law was repealed and replaced with the Security Offences (Special Measures) Act, which came into effect on July 31.

Hishammuddin said among the offences committed by the eight who were involved in human smuggling-related activities included forging the Immigration Depart­ment’s entry and exit passport stamps and forging Malaysian and international passports.

The four involved in terrorism were linked to two groups – Darul Islam and Jemaah Islamiah.

With yesterday’s release, Hisham­muddin said there were 11 Ma­­laysians and 19 foreigners who are still under detention under the ISA.

“With the enforcement of the new Security Offences Act, we can review the position of the remaining detainees under the ISA to find out whether they should be charged in court or sent back to their home countries in the case of the non-Malaysians.”

On the Janji Bersih gathering being organised by a group of non-governmental organisations on the eve of the Merdeka celebrations at Dataran Merdeka in Kuala Lumpur, Hisham­muddin said any group whose actions jeopardised security would face action.",2012-08-17T16:00:00+00:00
The Star Online.,"KUCHING: The Business Software Alliance (BSA) is investigating more than 650 tip-offs as it goes nationwide to help the authorities carry out raids on companies suspected of using unlicensed software.

BSA, an international trade organisation which represents software and hardware manufacturers, received the tip-offs through its anti-piracy hotline this year.

One of the calls led to a raid on the premises of a solution provider here by Domestic Trade and Consumer Affairs Ministry enforcement officers on Wedneday.

The officers seized 83 copies of software suspected to have infringed copyrights and which were installed in the computers, said the ministry’s state enforcement director Abdul Rosik Yakub yesterday.

The seized software is commonly used for photo-editing, computer-aided design, operating systems and word processing.

Abdul Rosik said investigations were under way and that the company would be charged in court if there were enough evidence.

Wednesday’s BSA-initiated raid, codenamed Ops Tulen, was the 11th this year.

The others were carried out in the peninsula (nine) and Sabah (one), and resulted in the seizure of about RM1.6mil worth of suspected pirated software and hardware products.

BSA marketing director (Asia) Roland Chan said the software belonged to its members, including Autodesk and Adobe.

“As the deadline for companies to submit to the BSA software audit programme to receive a one-year immunity (from its initiated enforcement raid) is now over, raids are in full swing,” Chan said.

He said BSA was rewarding an informant up to RM20,000 for a tip-off leading to successful enforcement action.

Chan declined, however, to say how much in rewards it had paid out since Ops Tulen was launched in 2002.

He assured informants that their identities would be kept confidential.",2006-06-08T16:00:00+00:00
The Star Online.,"PETALING JAYA: The Joint Action Group for Gender Equality (JAG) is concerned with the complete lack of gender awareness reflected in the Bar Council's stand on certain proposed Penal Code amendments.

It expressed its disappointment with the council's objection to the proposed amendments, as contained in recent newspaper reports.

The Parliamentary Select Committee on the Penal Code and Criminal Procedure Code proposed to table a new sub-section 375 (f) of the Penal Code, which states that a man commits aggravated rape if he has sex with a woman “with her consent, when the consent is obtained by using his position of authority over her or because of professional or other relationship of trust in relation to her.”

According to JAG, the intention behind the sub-section is to protect women forced into sex by the use of non-physical elements such as the perpetrator’s authority over the woman – for example when trainers, physicians, bomohs, mediums or therapists engage in sex with their clients.

All Women’s Action Society (Awam) executive director Honey Tan Lay Ean said in a statement: “Consent in a situation like that should be deemed invalid and inoperative.”

JAG welcomed the acknowledgment of the need to impose a more severe punishment reflecting the heinous nature of the crime, as proposed by the Select Committee in its report.

On another proposed amendment that a husband causing hurt in order to have sexual intercourse shall be imprisoned, the Bar Council did not object to it.

“The council did, however, confirm a lack of appreciation of the concept of violence against women when it required that the wives must be “actually physically hurt” into having sexual intercourse with their husbands in order for the husbands to be charged,” said Tan.",2006-06-23T16:00:00+00:00
The Star Online.,"Kosmo! reported that police officers carrying out a raid at an entertainment outlet found that one of the GROs arrested was a 17-year-old girl who will sit for her SPM examinations soon.

The paper said police raided the nightclub at Taman Tun Dr Ismail on Monday night after the authorities received complaints that the premises was unlicensed.

The club was found to have hired women from Indonesia, the Philippines and Thailand to work there illegally.

Officer in charge of the operation, Insp Muhammad Mohd Jais, said the girl was detained with another 16-year-old. “Both of them are still in school,” he added.

He said investigations revealed that customers were charged RM50 each and the GROs would ask between RM120 and RM150 for sex.

> A contractor who returned home from work unannounced to fetch his handphone charger had the shock of his life when he found his wife committing khalwat (close proximity) with an unknown man, Harian Metro reported

The husband, who identified himself only as Salman, 36, said he came home and heard his wife and an unknown man laughing and giggling.

Salman said he decided to teach his 24-year-old wife a lesson by calling the Islamic Affairs Department officers first.

The officers caught both of them red-handed inside the house in Ayer Keroh, Malacca.

Salman revealed that his wife was first caught with another man last year.

The couple have been married for four years and have no children.

● Other News & Views is compiled from the vernacular newspapers (Bahasa Malaysia, Chinese and Tamil dailies). As such, stories are grouped according to the respective language/medium. Where a paragraph begins with this > sign, it denotes a separate news item.",2012-10-24T16:00:00+00:00
The Star Online.,"PUTRAJAYA: Disgruntled gold scheme investors who camped overnight outside the Prime Minister's Office complex here have returned home after being promised a meeting.

A special officer to Datuk Seri Najib Tun Razak met representatives of the Bestino Investors Action Committee behind closed doors for about half an hour on Wednesday after a group of over 100 people refused to budge from the entrance to the complex.

The meeting will be scheduled “as soon as possible” and will involve representatives from the group, the Finance Ministry, Bank Negara and Bestino Golden House Sdn Bhd managing director Chong Yuk Ming.

“The meeting will explore how the gold bars and the RM24.2mil (confiscated by Bank Negara from Bestino) will be handled,” special officer Ravin Ponniah said when addressing the crowd.

The central bank had raided Bestino's offices in 2009 on suspicion that it was carrying out illegal deposit collection.

Chong and three company directors were charged in the Ipoh and Kuala Lumpur Sessions Courts last year with more than 300 counts of money laundering and receiving deposits without a valid licence.

A total of 6,764 investors, mostly from Ipoh, are believed to have invested some RM411mil in the Bestino scheme.

The desperate investors camped outside the Prime Minister's Office complex on Tuesday.

Adults and children in the group braved the scorching heat and the night rain without shelter at the camp out.

At noon, the crowd began to block the walkway to the complex, forcing police to deploy a five-man light strike force to guard the entrance.

“Our lawyer, Tommy Thomas, will send a letter to Ravin within the week so the meeting can be arranged.

“As for now, we will go home,” the group's spokesman K. Kunasekaran said.",2012-10-30T16:00:00+00:00
The Star Online.,"KUALA LUMPUR: The UN special envoy to Myanmar Tan Sri Razali Ismail said yesterday he has given up the job, expressing frustration with the country's military junta for refusing to reconcile with pro-democracy leader Aung San Suu Kyi.

Razali, a veteran Malaysian diplomat, said his U.N. contract expired on Jan 3, and he decided not to get it renewed because of the Myanmar junta's stonewalling, which has kept him out of the country for nearly two years.

“I have not been allowed to go back for the past 23 months,'' said Razali. “There is no justification for me to go on.''

Razali criticised the Myanmar government for not being “open'' about its commitment to democracy.

Razali cautioned that the United Nations must remain engaged with Myanmar. “They must find someone else who is more acceptable to Myanmar.”

In Yangon, NLD spokesman and Secretary U Lwin praised Razali's efforts, even though they remained largely fruitless.

Razali is “a close friend of ours who had tried his utmost for the good of the country. He has been charged with the difficult task but had done his best in his capacity as a facilitator.''

Razali was appointed a special envoy of the UN Secretary General in April 2000 on a contract renewable every six months. He helped secure Suu Kyi's release after 19 months of house arrest in May 2002, and successfully helped mediate a dialogue between the junta and the Nobel laureate in October 2000.

But hopes for democratic change, raised by Razali's efforts, evaporated when Suu Kyi was placed under house arrest in May 2003 after a pro-government mob attacked her convoy in northern Myanmar. Her house arrest was extended by six months in November. – AP",2006-01-08T16:00:00+00:00
The Star Online.,"ALOR STAR: The marriage between self-professed billionaire Elie Youssef Najem and Farinnie Mohd Farid in 2004 could not have been solemnised by the imam stated in the marriage certificate.

That's because the iman died 10 years ago, said Kedah Islamic Religious Department head Datuk Sheikh Kassim Daud.

“We checked further and discovered that Najem was holding a forged certificate. Even the wedding venue was wrong and the serial number of the certificate belonged to another couple,” he said.

He said the department believed that the wedding certificate owned by Najem was produced by a syndicate that ran a “wedding operation” in the state.

“We will lodge a police report,” he told newsmen here yesterday.

IN KUALA LUMPUR, more people have approached MCA Public Services and Complaints Department head Datuk Michael Chong with complaints against Najem.

IT consultant S. Ravi claimed he was hired as an IT consultant last year with an offer of RM450,000 per annum. But he received only RM900 for three months' work.

Najem’s former landlord Hendra Wirawan Rusli claimed that Najem’s RM5,874 cheque for four months' rent bounced.

Another creditor John Lim said Najem reneged on payments for an order of Belgian chocolates that cost more than RM1,000.

Chong urged people to highlight problems in any dealings with Najem so that other Malaysians would not be duped by him.

Deputy Inspector-General of Police Datuk Seri Musa Hassan said police had been keeping tabs on Najem since last year.

“There were five reports against him last year and he was charged with three.

“The cases take time to investigate. I will call you all (the media) once we have completed our probe. We cannot do it in one day,” Musa said after launching the Fight Crime booklet at Kolej Bandar Utama here yesterday.",2006-01-12T16:00:00+00:00
The Star Online.,"PETALING JAYA: Malaysian companies exporting goods to Australia will have to pay about four times more to get their cargo fumigated before they reach their destination.

This is because beginning Dec 1 last year, companies handling fumigation services have to comply with the rigid Australian Fumigation Accreditation Scheme (Afas) and Australian Quarantine and Inspection Services (Aqis) standards.

According to the Pest Control Association of Malaysia’s Afas sub-committee chairman Syed Shahran Syed Mohammed, companies complying with the standards were charging between RM250 and RM600 for a 20-foot (6m) container and between RM400 and RM800 for a 40-foot (12m) container.

They used to charge RM80 for a 20-footer and RM150 for a 40-footer.

“I received many calls from our clients who could not believe the new pricing,” Syed Shahran said.

“However, I explained to them that there was nothing that we could do but comply. Otherwise, the containers will surely be rejected.”

He said the fumigation process involved using expensive plastic tarpaulin sheets which were impervious to gas.

“Methyl bromide is used to fumigate the containers and it is difficult to contain such gases. On top of that, fumigation companies have to buy gas monitoring and gas leak devices,” he added.

Syed Shahran said compliance with the Australian standards was good because it would ensure high standards of fumigation in Malaysia.

“Afas is one of the leading authorities on fumigation and very soon, its standards will be adopted around the world,” he said yesterday.

Syed Shahran said only 34 companies out of 60 in Malaysia were accredited to carry out such fumigation services.

He said that Aqis would inspect containers that arrived in Australia and if they failed the inspection, RM6,000 would be charged to re-fumigate the containers.",2006-01-18T16:00:00+00:00
The Star Online.,"SEREMBAN: Quit rent for certain areas in Negri Sembilan is set to increase this year by as much as 200% following the reclassification of land use.

Mentri Besar Datuk Seri Mohamad Hassan said areas such as Seremban 2, Seremban 3 and Bandar Baru Nilai, which used to have rural status, would be reclassified as urban areas.

There will also be reclassification for other types of land use, including homesteads, golf courses, commercial memorial parks, private hospitals and land owned by the Federal Government.

“We have decided to revise the land use. There are a lot of areas with new status, including homesteads such as Planter’s Haven, which used to be classified as agricultural land,” he told reporters yesterday after chairing the weekly executive committee meeting.

“As for Nilai Memorial Park, the quit rent used to be RM6 per acre (0.4ha) but they are selling one lot for about RM50,000.”

Mohamad said land without any change in status would see an increase of 5% in quit rent while that which had been reclassified and given urban status would be the most affected, with an increase of up to 200%.

The old rates, he said, did not reflect the true status of the land. “In fact, the owners should have been paying the new rates about 15 years ago when the areas were developed into urban areas,” he added.

Standardising rates for land owned by the Federal Government, Mohamad added, would make matters easier as certain districts had charged quit rent “according to their whims and fancies”.

He said those dissatisfied with the new rates could go to the Land Office for enquiries and appeals.

On the four fishermen detained by the Indonesian navy for allegedly encroaching into the country’s waters in November, he said the state had appealed to Wisma Putra to negotiate with the Indonesian government for a lighter sentence.",2006-01-25T16:00:00+00:00
The Star Online.,"PUTRAJAYA: Thirty-four construction firms that took construction site safety lightly will be hauled to court as the Human Resources Ministry gets tough on getting companies to commit to safety and health regulations at work places.

Its Minister Datuk Dr Fong Chan Onn said the firms had been issued with stop-work orders until their cases were tried.

He said the companies were caught for violating various regulations under the Occupational Safety and Health Act 1994 and the Factory and Machinery Act 1967.

“All we asked from them was to, at least, apply some basic safety procedures and even that, some failed to comply,” he said after chairing his ministry’s post-Cabinet meeting yesterday.

“These companies were found to have committed serious faults at their construction sites.

“Construction firms must realise the importance of following these procedures as it involves not only the safety of their workers but the public's as well.

“I hope this will serve as a lesson to all on how serious this ministry is in ensuring construction sites are safe.”

Of the 34 firms that would be charged in court for violating safety regulations, nine were carrying out construction projects in Kuala Lumpur and eight in Selangor.

Dr Fong said eight of the 34 firms were found to have committed offences during the Chinese New Year festivities.

On another matter, the minister said the Cabinet had approved yesterday the National Skills Development Bill, and that it would be tabled in the coming Parliament session.

“The Ministry is excited about having the Bill passed, and the Act enforced, so that we can internationalise local skills training programmes and get foreign students to take up courses here,” he said.

“It will also enable the ministry and the National Vocational Training Council to benchmark the programmes to turn out workers with the skills and knowledge that employers look for.”",2006-02-08T16:00:00+00:00
The Star Online.,"PENANG: They do not use e-mail let alone own computers, and letters continue to be their only form of communication.

But the snail mail has become more expensive for these senior citizens.

Society of Active Generation of Elders (Sage) president Chin Sek Ham said the group had to pay more since Pos Malaysia increased the postage from 30 sen to 50 sen for letters with address labels pasted on envelopes.

“Only six of our 2,000-odd members have e-mail addresses and actively surf the Internet.

“The majority still rely on snail mail to get updates on activities organised by Sage,” he said.

Chin said he went to the general post office in Downing Street recently to mail 2,000 newsletters to members and was told by Pos Malaysia that the postage cost RM1,000 instead of the usual RM600.

“The postal clerk at the counter told me that beginning this month there was an additional charge of 20 sen for each letter that has an address label on it,” he said on Sunday.

Chin said a few months ago, Pos Malaysia had disallowed printed matter mail, forcing the organisation to send the newsletters in sealed envelopes.

Postage for printed mail now costs 20 sen each.

In contrast, postage for mail in sealed envelopes costs 50 sen each.

“This is simply outrageous. We are a non-profit organisation and our members are retirees without a steady income.

“It is also not practical to write out the addresses on the envelopes of all 2,000 newsletters,” he said.

Chin also said that no notice on the new rate could be found at post offices.

A Pos Malaysia official said the new rate was introduced to streamline mail according to international mail standards.

However, he said letters with handwritten and machine-printed addresses would still be charged 30 sen postage.",2006-02-20T16:00:00+00:00
The Star Online.,"HULU TERENGGANU: Datuk Seri Anwar Ibrahim has indicated that he would take a trip to India after the court verdict today.

“Insyallah (God willing), my wife and I will leave for Mumbai after the court delivers its decision in the morning,” the Opposition Leader said.

He smiled at the crowd who turned up for his ceramah in Kampung Gaung, Kuala Berang here on Saturday night, gesturing in a way which gave an impression that he was sure of being freed by the court.

Anwar said his next stop would be Turkey where he would give a talk on “Islam, Freedom and Justice” on Jan 12.

He said he was invited by the Turkish Government. Speaking to reporters later, he said it did not matter whether he was found guilty or not on the sodomy charge at the Kuala Lumpur High Court “as long as Pakatan Rakyat can take over Putrajaya.”

Pakatan's victory in the next general election was more important that his own freedom, he said.

“I am confident that we can take over Putrajaya with the support of all the component parties in Pakatan.

“With the latest development in politics, I am optimistic about Pakatan's prospects of winning (the election). Whether Anwar is guilty or not is a secondary matter,” he said.

He acknowledged that the outcome of the case was beyond his control.

“Based on the facts of the law, I should have been freed. I shouldn't have been charged in the first place. I will continue with our struggle,” he said.

Related Stories:

No plans of road closures for rally, say police

Zaid tweets apology to Anwar

Cops: PKR knows terms

Tests show no trace of poison in Wan Azizah's bodyguard

",2012-01-08T16:00:00+00:00
The Star Online.,"KUALA LUMPUR: The Brickfields police chief has denied ordering his officers to cut off all exits when firing tear gas on protesters at KL Sentral during the Bersih 2.0 rally in July last year.

Asst Commissioner Wan Abdul Bari Wan Abdul Khalid said his orders were only to disperse protesters at the exit of the KL Sentral underpass while allowing them ample room to retreat from the underpass entrance at the other end, besides other exit points.

He said that at no time did he order any officers under his command to box in the protesters in the underpass, adding that he did not know at the time there were officers firing tear gas at the other end.

“I only found out there were shots fired from the other side (of the underpass) at the end of the operation, not at the time of the operation,” he told a public inquiry on alleged human rights violations by the authorities during the July 9 rally.

Wan Abdul Bari, who was field commander during the crackdown, explained that he had initially deployed five, six-man Light Strike Force teams to set up blockades at the various junctions leading to KL Sentral earlier in the day.

The teams were later ordered to gather at the underpass exit to set up a blockade after some 600 protesters had gathered there. He noted however that two of the teams never made it in time.

Wan Abdul Bari said he could not wait for the two other teams to arrive before issuing the order to fire a total of 14 tear gas canisters, as he claimed the protesters' frontlines had formed a human chain allegedly led by PKR vice-president Tian Chua and charged on the police blockade.

The inquiry, set up by Suhakam, is scheduled to have its next hearing on Jan 18.",2012-01-10T16:00:00+00:00
The Star Online.,"KUALA LUMPUR: Taxi and bus drivers as well as bus company operators have been warned against taking advantage of the festive season to prey on travellers, including overcharging them.

Land Public Transport Commission (SPAD) enforcement director Mej-Jen (Rtd) Datuk Paduka Che Hasni Che Ahmad said offenders would be charged and given heavy fines.

He said they would be “duly dealt with” under the Public Land Transport Act 2010 if nabbed.

“Those days, the fine was only RM300 and most cases did not have to go to court but under the new Act, investigation papers are immediately opened when offenders are apprehended,” said Che Hasni during SPAD's special enforcement operations at Pudu Sentral.

Offenders could be fined up to RM50,000 under Section 75 of the Act, he added.

Che Hasni said the offences by bus companies included not applying for the temporary variation licence (LPS) for express buses when using additional vehicles, such as school and factory buses, to meet the festive demand.

“The LPS will only be given if the buses have been inspected by Puspakom. Buses which have not been inspected and do not have the LPS would not have insurance. This is very dangerous,” he said.

Che Hasni said SPAD would also go after touts who hold commuters to ransom by selling bus tickets at inflated prices.

Four Indonesians and a local were nabbed during Friday's operation, which lasted throughout the night.

According to Che Hasni, SPAD operations saw about 50 errant taxi drivers being hauled up for overcharging in Klang, KLCC and Pavilion Kuala Lumpur.

He said some of the taxi drivers in areas popular with tourists also refused to take locals, as they preferred tourists whom they could overcharge.",2012-01-21T16:00:00+00:00
The Star Online.,"KUALA LUMPUR: The Employees Provident Fund (EPF) will channel RM1.5bil to the Federal Territories Foundation as part of a special funding scheme to help eligible buyers purchase public housing units in the city.

Federal Territories and Urban Well-being Minister Datuk Raja Nong Chik Raja Zainal Abidin said the loan would be guaranteed against the housing unit itself.

He stressed that people should not be worried that EPF would be the “loser” should tenants default on monthly payments as the property was worth double or triple the price.

“We are not worried about not being able to pay EPF. If someone doesn't pay up after six months, DBKL will buy it back. For DBKL to recover its costs, it has the right to sell off the unit to those on the waiting list.

“What's important is that they (the buyers) can afford to pay. If they can't, they should continue renting,” he said after meeting taxi drivers here yesterday.

The scheme, which starts on March 1, comes under the National Economic Action Council's (NEAC) People Housing Programme (PPR-MTEN) as well as DBKL public housing.

Raja Nong Chik said the fund would be handled by the Federal Territories Foundation, which would offer the scheme to eligible buyers in stages.

“The first stage involves 10,000 buyers. They will have to pay back between RM150 and RM300 a month if they get the loan. Interest will be charged but at a much lower rate than banks,” he said, adding that the loan must be repaid within 25 years.

Prime Minister Datuk Seri Najib Tun Razak announced the scheme's inception after launching the 2012 Federal Territories' Day last week.

Regarding the issue of taxi drivers lobbying for the abolishment of the coupon system, Raja Nong Chik said he would raise their concerns with the Transport Ministry and the Land Public Transport Commission (SPAD).",2012-01-30T16:00:00+00:00
The Star Online.,"SHAH ALAM: Selangor police have busted one of the biggest ever vehicles theft syndicates in the country, following the arrest of 12 men, and recovery of thousands of engines and parts worth millions.

Four of those arrested were Bangladeshis, while the rest were all locals. All have been remanded to assist police investigations.

State police chief Deputy Comm Datuk Tun Hisan Tun Hamzah said the engines, lorry heads, cars and other vehicles parts were recovered from a store in Simpang, Taipin, Perak on Saturday.

Among the parts seized were 1,101 lorry engines, 102 car engines, 1,040 lorry doors, 34 lorry heads, 128 cars, three car cockpits and 13 lorry keys.

""""This is one of the biggest ever seizures of vehicles and parts by Selangor police,"""" DCP Tun Hisan said.

""""We are still investigating if the syndicate has stored more stolen vehicles and cannibalised parts in other places.

""""Our officers are checking with the relevant authorities on the ownership of the engines and vehicles that are still intact,"""" he told a press conference at the state police headquarters here Tuesday.

It is learnt that police success came following the arrest of several syndicate members last year.

However, due to insufficient evidence to charge them, they were detained under the Emergency Ordinance pending investigations.

Sources said police had monitored the syndicate's activities and as investigations continued, found that the suspects were believed to have links with the syndicate.

DCP Tun Hisan said police investigations paid off when they arrested three men in Rawang on Thursday who, on questioning, led them to the arrest of another suspect in Sabak Bernam and another eight men in Simpang, Taiping, Perak.

He added that the four of the syndicate members detained last year had been charged.

He also urged the public to continue to assist the police by providing information that could help smash such syndicates.",2012-02-20T16:00:00+00:00
The Star Online.,"A MAN who touched a woman's bottom had his face bashed up by her enraged boyfriend, reported Kosmo!

The woman, who had gone to a restaurant in Sungai Petani with her boyfriend to buy food, noticed a man staring at her.

She was shocked when the man, in his 30s and believed to be drunk, touched her bottom.The woman, in her 30s, told her boyfriend about what happened.

In a fit of anger, the boyfriend got up and assaulted the man, joined by other customers at the restaurant.

After fending off blows for about five minutes, the man was rescued by several other people who saw the whole incident.

> A supermarket worker flashed his private part to a woman in Malacca after he was challenged to do so by a transvestite.

Magistrate Nor Azizah Yusof fined Indian national Lakwinder Singh RM2,000 after he pleaded guilty to the offence in court.

The 31-year-old was charged with flashing his private part to the 23-year-old housewife at the Peringgit Indah apartments at 3pm on Feb 28.

> Popular Indonesian singer Rossa told Sinar Harian that she spent a lot on “exclusive” clothing.

“I like clothes that are simple yet exclusive. The cost is not a problem as long as the quality matches the price,” said the 33-year-old celebrity.

“As celebrities, (spending on) clothing is a huge investment we need to make. However, the budget (for it) should be tailored to individual means,” said Rossa.

● Other News & Views is compiled from the vernacular newspapers (Bahasa Malaysia, Chinese and Tamil dailies). As such, stories are grouped according to the respective language/medium. Where a paragraph begins with this > sign, it denotes a separate news item.",2012-03-15T16:00:00+00:00
The Star Online.,"KUALA LUMPUR: A suspect wanted in the case of a missing South Korean expatriate who was believed to have been murdered in Malaysia was found dead in a police cell in South Korea.

It is learnt that prison wardens found the suspect hanged last week.

South Korean authorities arrested the suspect, in his 50s, in Macau in December, two months after he was believed to have murdered Kim Chong-yong, who was president of the Korean Sports Council in Malaysia.

A police source said the suspect was the only witness who could lead them to the discovery of Kim’s body.

He said South Korean police had almost completed their investigations and were about to charge the suspect in court for several high-profile cases.

Among the cases he was about to be charged with were kidnapping, cheating and Kim’s murder.

It was reported that police had identified the suspect after viewing the CCTV footage at a condominium in Ampang where the suspect stayed whenever he came to Malaysia.

The footage showed Kim arriving at the condominium with the suspect on Oct 29, the night Kim was reported missing.

Hours later, the suspect was seen walking out of the condominium alone with a luggage bag, which he was struggling to carry out of the lift.

Police then raided the unit and found bloodstains inside.

It was reported earlier that the victim was last seen in the Mont Kiara area where he had met an acquaintance on Oct 29.

Bukit Aman and the Brickfields police headquarters, including commandos and the K-9 unit, combed at least 12 locations along Sungai Chin­chin, Gombak, up to the Karak highway near Bentong to locate the remains of Kim.",2012-03-28T16:00:00+00:00
The Star Online.,"ALOR SETAR: A night market assistant was jailed four years for driving his lorry recklessly resulting in the death of nine people.

Magistrate Zuhair Rosli said the claim by Zainol Fitri Hassan, 39, from Kulim near here, that his brakes failed could not be supported.

""""Witnesses testified he was driving recklessly. The location of the accident was a toll plaza and the accused had ample opportunity to avoid the accident,"""" Zuhair said after hearing final submissions from the prosecution and defence on Sunday.

He said the defence had failed to raise any reasonable doubt in the prosecution's case. He also fined Zainil Fitri RM9,000.

Zainol Fitri was charged with committing the offence at the the Hutan Kampung toll plaza (northbound) at KM41.3 of the North-South Expressway at around 3.50pm on May 29 2007. In mitigation, Zainol Fitri, represented by counsel Prem Singh, pleaded for a lenient sentence saying he had a wife and two children to support.

He also asked for a stay of the sentences pending appeal to the High Court.

However, Deputy Public Prosecutor Suzanne Tiyon Bimen urged the court to impose a heavy sentence as his action caused nine people from four families to lose their lives.

""""Four families (in four cars queing up to pay toll) lost their loves ones because of his rash action. One person was also seriously injured and had to have a leg amputated,"""" she said.

Zuhair said he had to impose a sentence that gave justice to the victims and also serve as a deterrent to other drivers to be more responsible when on the roads.

He also ordered the accused's driver's licence to be suspended for four years effective today.

Zuhair also stayed the sentences pending appeal but set bail at RM10,000 in one surety. BERNAMA",2012-04-14T16:00:00+00:00
The Star Online.,"TWO students were filmed having sex on the grounds of a school in Hulu Selangor, reported Kosmo!

The young lovebirds, both Secondary One students, were filmed having their tryst at the edge of their school field on a mobile phone on April 13.

However, their act was only discovered a week later when other students reported it to their school's disclipinary teacher on April 21.

When the teacher informed the girl's parents, her family members then confronted and beat up the boy and others who filmed the act.

The boys, who suffered injuries to their heads, eyes and bodies after being assaulted with rotan and various pieces of wood, were later handed over to the police.

They were released after 24 hours. The boy may be charged with rape.

> Harian Metro ran a story of a job-hopping mother who spent all her welfare aid on cosmetics, leaving her 10 children starving at home in Johor.

The 37-year-old, whose husband died of tuberculosis last February, was said to have become very sociable and acquired a taste for designer goods not long before she started working as a GRO at a local karaoke joint.

Her 49-year-old sister claimed the situation was bad for the children, especially the eldest daughter who had to take care of their house and her siblings as well as endure seeing her mother come home with strangers every other night.

The state Welfare Department had since brought the matter to court, and eight of the children will now be sent to a shelter in Pahang.

Other News & Views is compiled from the vernacular newspapers (Bahasa Malaysia, Chinese and Tamil dailies). As such, stories are grouped according to the respective language/medium. Where a paragraph begins with this > sign, it denotes a separate news item.",2012-04-26T16:00:00+00:00
The Star Online.,"KUALA LUMPUR: The Indonesian Embassy has confirmed that three journalists brought to the Port Dickson police headquarters were not arrested and were treated well by the police.

Acting Indonesian ambassador Mulya Wirana said the embassy was notified by police in Port Dickson that the three had been brought in for questioning on Wednesday night.

""""They were treated well and were only questioned for administrative purposes by police before being released into the custody of embassy officials at around 12.30am on Thursday,"""" he said.

Mulya, who is also the Embassy's charge d'affaires, said the three were scheduled to board a flight back to Indonesia on Thursday afternoon.

The three journalists are Ilham Khoiri, Zen Teguh Triwibowo, and Muhammad Fauzi from Kompas, Seputar Indonesia and Media Indonesia news agencies respectively.

It was reported that the three were brought in for questioning after residents in Linggi became suspicious of their presence.

State police chief SAC Datuk Osman Salleh confirmed the journalists were not arrested.

""""We did not arrest the three journalists as well as two Indonesian students studying here who were in the same group.

""""We just brought them in for questioning to verify their status with the Indonesian embassy after they trespassed into peoples' homes,"""" he said.

SAC Osman said the five were never intimidated or harassed,

""""In fact, we provided them proper meals and ensured they were comfortable,"""" he said adding that the five could have been charged for trespassing.

He said they were supposed to be with an Indonesian delegation due here following allegations that the organs of three Indonesian suspects shot dead by police on March 24 had been harvested before their bodies were repatriated.

However, the Indonesian delegation which included government officials, cancelled its trip to Port Dickson.",2012-05-09T16:00:00+00:00
